Name,location,location_score,check_in_day,check_in_week,check_out_day,check_out_week,score,price
라마다 바이 윈덤 토런스 (Ramada by Wyndham Torrance),"토런스, 로스앤젤레스 (CA) - 도심까지 27.6km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.3,"281,058"
포 포인츠 바이 쉐라톤 로스앤젤레스 웨스트사이드 (Four Points by Sheraton Los Angeles Westside),"컬버 시티, 로스앤젤레스 (CA) - 도심까지 9.2km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.1,"234,959"
라 퀸타 인 앤 스위트 바이 윈덤 LAX (La Quinta Inn & Suites by Wyndham LAX),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.0km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.6,"230,424"
쉘터 호텔 (Shelter Hotel),"코리아타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.2,"241,174"
힐튼 산타 모니카 호텔 앤 스위트 (Hilton Santa Monica Hotel & Suites),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.1km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.1,"521,871"
애너하임 호텔 (Anaheim Hotel),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.1km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.4,"353,191"
더 가드프리 호텔 할리우드 (The Godfrey Hotel Hollywood),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.2,"320,893"
O Hotel by LuxUrban,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.0,"217,032"
Rumi hostel - Adults Only,"코리아타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.2,"38,774"
미카도 호텔 (Mikado Hotel),"버뱅크, 로스앤젤레스 (CA) - 도심까지 7.3km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.8,"138,851"
소네스타 레돈도 비치 앤 마리나 (Sonesta Redondo Beach & Marina),"비치 시티스, 로스앤젤레스 (CA) - 도심까지 24.1km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.2,"138,851"
"호텔 룰루 BW 프리미어 컬렉션 (Hotel Lulu, BW Premier Collection)","애너하임, 로스앤젤레스 (CA) - 도심까지 40.4km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.5,"255,262"
Travelodge by Wyndham LAX,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 15.3km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.4,"173,781"
Samesun Venice Beach,"베니스 비치, 로스앤젤레스 (CA) - 도심까지 11.7km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.2,"51,425"
할리우드 호텔 - 더 호텔 오브 할리우드 니어 유니버설 스튜디오 (Hollywood Hotel - The Hotel of Hollywood Near Universal Studios),"헐리우드, 로스앤젤레스 (CA) - 도심까지 0.2km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.3,"224,769"
게이트웨이 호텔 산타 모니카 (Gateway Hotel Santa Monica),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 9.4km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.3,"331,754"
르네상스 로스앤젤레스 에어포트 호텔 (Renaissance Los Angeles Airport Hotel),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 12.9km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.1,"204,055"
HI 로스앤젤레스 - 산타 모니카 호스텔 (HI Los Angeles - Santa Monica Hostel),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.4km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.8,"92,402"
힐튼 로스앤젤레스/유니버설 시티 (Hilton Los Angeles/Universal City),"유니버셜 시티, 로스앤젤레스 (CA) - 도심까지 2.9km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.3,"524,230"
굿 나이트 인 부에나 파크 (Good Nite Inn Buena Park ),"부에나 파크, 로스앤젤레스 (CA) - 도심까지 29.7km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.0,"146,304"
LAX Stadium Inn,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 14.1km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.5,"146,304"
Petit Ermitage Hotel - Adults Only,"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.6,"310,958"
패서디나 호텔 앤 풀 (Pasadena Hotel & Pool),"파사데나, 로스앤젤레스 (CA) - 도심까지 14.2km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.6,"217,306"
데이즈 인 바이 윈덤 로스앤젤레스 LAX/ 레돈도&맨해튼비치 (Days Inn by Wyndham Los Angeles LAX/ Redondo&ManhattanBeach),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 18.2km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.0,"171,473"
할리우드 시티 인 (Hollywood City Inn),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.8,"187,259"
Wingate by Wyndham Los Angeles International Airport,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.3km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,6.4,"220,205"
애너하임 메리어트 (Anaheim Marriott),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.3km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.7,"316,992"
코트야드 로스앤젤레스 파사데나/몬로비아 (Courtyard Los Angeles Pasadena/Monrovia),"파사데나, 로스앤젤레스 (CA) - 도심까지 23.0km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.1,"279,197"
Solara Inn and Suites,"애너하임, 로스앤젤레스 (CA) - 도심까지 39.0km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.4,"137,449"
베스트웨스턴 플러스 LA 미드-타운 호텔 (Best Western Plus LA Mid-Town Hotel),"코리아타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.9,"306,725"
엘란 호텔 (Elan Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.7,"317,261"
Aloft El Segundo - Los Angeles Airport,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 15.9km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.5,"281,058"
힐튼 체커스 로스앤젤레스 호텔 (Hilton Checkers Los Angeles Hotel),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.9,"285,975"
Conrad Los Angeles,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,9.0,"467,980"
더 딕시 할리우드 호텔 (The Dixie Hollywood Hotel),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.6,"230,685"
라마다 바이 윈덤 로스앤젤레스/다운타운 웨스트 (Ramada by Wyndham Los Angeles/Downtown West),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,6.9,"244,578"
Omni Los Angeles at California Plaza,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.6,"255,692"
슈퍼 8 바이 윈덤 애너하임 - 디즈니랜드 드라이브 (Super 8 By Wyndham Anaheim - Disneyland Drive),"애너하임, 로스앤젤레스 (CA) - 도심까지 38.6km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.6,"161,588"
윈덤 애너하임 (Wyndham Anaheim),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.4km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.9,"310,711"
베본셔 로지 모텔 (Bevonshire Lodge Motel),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.4,"310,711"
Four Points by Sheraton Anaheim,"애너하임, 로스앤젤레스 (CA) - 도심까지 39.1km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.7,"255,390"
8th and Ardmore,"코리아타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.2,"34,708"
비포시텔 애너하임 (Bposhtels Anaheim),"애너하임, 로스앤젤레스 (CA) - 도심까지 41.2km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.9,"41,654"
베스트웨스턴 플러스 스토발 인 (Best Western Plus Stovall Inn),"애너하임, 로스앤젤레스 (CA) - 도심까지 39.7km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.4,"252,952"
코르토나 인 & 스위트 애너하임 리조트 (Cortona Inn and Suites Anaheim Resort),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.6km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.9,"172,712"
알라모 인 앤드 스위트 - 컨벤션 센터 (Alamo Inn and Suites - Convention Center),"애너하임, 로스앤젤레스 (CA) - 도심까지 39.6km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.6,"191,427"
안다즈 웨스트 할리우드 (Andaz West Hollywood),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.7,"500,513"
시티 센터 호텔 로스엔젤레스 (City Center Hotel Los Angeles),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,5.9,"111,928"
마마 쉘터 로스앤젤레스 (Mama Shelter Los Angeles),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,9.0,"252,965"
"더 포르토피노 호텔 앤 마리나, 어 노블 하우스 호텔 (The Portofino Hotel & Marina, a Noble House Hotel)","비치 시티스, 로스앤젤레스 (CA) - 도심까지 24.4km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.5,"252,965"
더 호텔 할리우드 (The Hotel Hollywood),"헐리우드, 로스앤젤레스 (CA) - 지도에서 위치 보기",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.8,"164,981"
더 커머스 카지노 앤 호텔 (The Commerce Casino & Hotel),"이스트 로스앤젤레스, 로스앤젤레스 (CA) - 도심까지 10.2km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.7,"195,608"
호돈 플라자 인 LAX (Hawthorne Plaza Inn Near LAX),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 14.8km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.9,"128,797"
홀리데이 인 익스프레스 웨스트 로스앤젤레스 (Holiday Inn Express West Los Angeles),"웨스트우드, 로스앤젤레스 (CA) - 도심까지 5.8km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.1,"258,047"
힐튼 패서디나 호텔 (Hilton Pasadena Hotel),"파사데나, 로스앤젤레스 (CA) - 도심까지 13.3km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.3,"421,429"
하얏트 리젠시 오렌지 카운티 (Hyatt Regency Orange County),"애너하임, 로스앤젤레스 (CA) - 도심까지 41.4km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.6,"227,990"
호텔 델 플로레스 (Hotel del Flores),"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 0.9km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,6.1,"162,539"
홀리데이 인 익스프레스 로스앤젤레스 LAX 에어포트 (Holiday Inn Express Los Angeles LAX Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 11.7km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.5,"300,308"
Skyways Hotel,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 12.4km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.0,"152,721"
미션 모텔 (Mission Motel),"이스트 로스앤젤레스, 로스앤젤레스 (CA) - 도심까지 13.8km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.6,"152,721"
메종 140 (Maison 140),"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 1.9km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.2,"252,113"
듄스 인 윌셔 - 성인 전용 (Dunes Inn Wilshire),"코리아타운, 로스앤젤레스 (CA) - 도심까지 40m",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.9,"192,801"
"Hotel Figueroa, In The Unbound Collection By Hyatt","로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.9,"300,744"
오션 파크 호텔 (Ocean Park Hotel),"산타 모니카, 로스앤젤레스 (CA) - 지도에서 위치 보기",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.6,"145,437"
클라리온 호텔 애너하임 리조트 (Clarion Hotel Anaheim Resort),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.5km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.5,"217,085"
쇼트 스토리 호텔 (Short Stories Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.6,"432,877"
레지던스 인 로스앤젤레스 L.A. 라이브 (Residence Inn Los Angeles L.A. LIVE),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.5,"358,060"
할리우드 인 스위트 호텔 (Hollywood Inn Suites Hotel),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.6km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.9,"207,906"
Alsace LA,"웨스트 할리우드, 로스앤젤레스 (CA) - 도심까지 3.3km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.7,"370,945"
라 퀸타 인 앤 스위트 바이 윈덤 애너하임 (La Quinta Inn & Suites by Wyndham Anaheim),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.6km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.4,"370,945"
페어필드 인 앤 스위트 로스앤젤레스 LAX/엘 세군도 (Fairfield Inn & Suites Los Angeles LAX/El Segundo),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 15.9km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.1,"223,306"
Sheraton Los Angeles San Gabriel,"이스트 로스앤젤레스, 로스앤젤레스 (CA) - 도심까지 13.6km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.6,"299,025"
로얄 팰리스 웨스트우드 호텔 (Royal Palace Westwood Hotel),"웨스트우드, 로스앤젤레스 (CA) - 도심까지 5.0km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.3,"283,624"
나이트 인 앳 유니버설 시티 (Nite Inn at Universal City),"유니버셜 시티, 로스앤젤레스 (CA) - 도심까지 3.2km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.1,"312,679"
호텔 MDR 마리나 델 레이 - 어 더블트리 바이 힐튼 (Hotel MDR Marina del Rey - a DoubleTree by Hilton),"마리나 델 레이, 로스앤젤레스 (CA) - 도심까지 10.3km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.7,"262,659"
에어스 호텔 오렌지 (Ayres Hotel Orange),"애너하임, 로스앤젤레스 (CA) - 도심까지 42.9km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,9.2,"241,401"
베스트웨스턴 플러스 스위트 호텔 - 로스 앤젤레스 LAX 에어포트 (Best Western Plus Suites Hotel- Los Angeles LAX Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.0km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.0,"218,160"
Moxy Downtown Los Angeles,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.2,"268,224"
힐튼 로스앤젤레스 컬버 시티 (Hilton Los Angeles Culver City),"컬버 시티, 로스앤젤레스 (CA) - 도심까지 9.3km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.9,"250,141"
파크 플라자 로지 호텔 (Park Plaza Lodge Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.7,"352,926"
드림 할리우드 (Dream Hollywood),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.3,"314,740"
모텔 6 로스앤젤레스 LAX (Motel 6 Los Angeles LAX),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.0km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.3,"216,898"
Doubletree by Hilton Buena Park,"부에나 파크, 로스앤젤레스 (CA) - 도심까지 30.7km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.1,"205,096"
비벌리 로렐 모터 호텔 (Beverly Laurel Motor Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.2,"299,999"
1 호텔 웨스트 할리우드 (1 Hotel West Hollywood),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.7,"636,976"
쉐라톤 유니버셜 호텔 (Sheraton Universal Hotel),"유니버셜 시티, 로스앤젤레스 (CA) - 도심까지 2.9km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.3,"614,733"
트래블로지 인 앤 스위트 바이 윈덤 애너하임 온 디즈니랜드 드라이브 (Travelodge Inn & Suites by Wyndham Anaheim on Disneyland Dr),"애너하임, 로스앤젤레스 (CA) - 도심까지 38.6km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.2,"191,222"
Pendry West Hollywood,"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,9.0,"544,363"
할리우드 히스토릭 호텔 (Hollywood Historic Hotel),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.1,"544,363"
Sonesta Anaheim Resort Area,"애너하임, 로스앤젤레스 (CA) - 도심까지 41.6km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.1,"195,264"
The Delphi,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.0,"262,840"
JW 메리어트 로스앤젤레스 L.A. 라이브 (JW Marriott Los Angeles L.A. LIVE),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.8,"409,394"
라마다 바이 윈덤 애너하임 컨벤션 센터 (Ramada by Wyndham Anaheim Convention Center),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.9km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.7,"246,407"
알파인 인 니어 컨벤션 센터 앤 더 파크 (Alpine Inn near Convention Center and the Park),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.1km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.9,"267,374"
슈퍼 8 바이 윈덤 헐리우드/La 에어리아 (Super 8 By Wyndham Hollywood/La Area),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,6.4,"151,630"
힐튼 로스앤젤레스 샌가브리엘 호텔 (Hilton Los Angeles San Gabriel Hotel),"이스트 로스앤젤레스, 로스앤젤레스 (CA) - 도심까지 13.1km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.1,"248,392"
"The Viv Hotel, Anaheim, a Tribute Portfolio Hotel","애너하임, 로스앤젤레스 (CA) - 도심까지 40.5km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,9.0,"281,058"
데이즈 인 바이 윈덤 부에나 파크 (Days Inn by Wyndham Buena Park),"부에나 파크, 로스앤젤레스 (CA) - 도심까지 30.6km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.0,"155,104"
엘 란초 인 (El Rancho Inn),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 14.9km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.1,"155,104"
모자이크 호텔 (Mosaic Hotel),"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 1.8km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.8,"403,119"
The Adler a Hollywood Hotel,"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.8,"370,880"
플라자 라 레이나 (Plaza la Reina),"웨스트우드, 로스앤젤레스 (CA) - 도심까지 4.9km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.9,"356,949"
글렌데일 익스프레스 호텔 (Glendale Express Hotel),"글렌데일, 로스앤젤레스 (CA) - 도심까지 6.5km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.7,"218,074"
더블트리 호텔 몬로비아 파사데나 에어리어 (Doubletree Hotel Monrovia Pasadena Area),"파사데나, 로스앤젤레스 (CA) - 도심까지 22.7km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.5,"339,311"
"Hotel Fera Anaheim, a DoubleTree by Hilton","애너하임, 로스앤젤레스 (CA) - 도심까지 43.0km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.8,"266,953"
햄튼 인 앤 스위트 애너하임 리조트 컨벤션 센터 (Hampton Inn & Suites Anaheim Resort Convention Center),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.9km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,9.1,"272,633"
호텔 브랜드우드 (Hotel Brandwood),"글렌데일, 로스앤젤레스 (CA) - 도심까지 6.6km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.1,"168,496"
La Quinta Inn & Suites by Wyndham Buena Park,"부에나 파크, 로스앤젤레스 (CA) - 도심까지 28.2km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.8,"173,773"
아이레스 호텔 애너하임 (Ayres Hotel Anaheim),"애너하임, 로스앤젤레스 (CA) - 도심까지 42.8km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.8,"173,773"
Motel Sakura - Adults Only,"글렌데일, 로스앤젤레스 (CA) - 도심까지 7.2km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,9.4,"176,282"
더 BLVD 호텔 앤 스파 (The BLVD Hotel & Spa),"유니버셜 시티, 로스앤젤레스 (CA) - 도심까지 3.4km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.7,"299,999"
컴포트 인 코카투 니어 로스앤젤레스 에어포트 (Comfort Inn Cockatoo Near LAX Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 14.1km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.9,"269,828"
"The Langham Huntington, Pasadena","파사데나, 로스앤젤레스 (CA) - 도심까지 12.6km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.9,"893,224"
햄튼 인 앤 스위트 산타 모니카 (Hampton Inn & Suites Santa Monica),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.0km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.7,"412,064"
더 혹스턴 다운타운 LA (The Hoxton Downtown LA),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.6,"204,299"
Hotel Ziggy Los Angeles,"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.2,"265,066"
버벌리 인 호텔 (Beverly Inn),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,6.6,"106,431"
The Metric - Los Angeles Downtown,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,9.2,"284,020"
호텔 샹그릴라 (Hotel Shangri-La),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.6km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.9,"284,020"
모텔 6 애너하임 메인게이트 (Motel 6 Anaheim Maingate),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.6km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.5,"190,089"
할리우드 인 익스프레스 LAX (Hollywood Inn Express LAX),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 12.5km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.2,"262,031"
Disney's Grand Californian Hotel & Spa,"애너하임, 로스앤젤레스 (CA) - 도심까지 39.4km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.7,"1,348,253"
호텔 준 (Hotel June),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 12.3km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.2,"249,808"
마유미 (Mayumi),"컬버 시티, 로스앤젤레스 (CA) - 도심까지 7.9km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.8,"257,675"
힐튼 롱 비치 (Hilton Long Beach),"롱비치, 로스앤젤레스 (CA) - 도심까지 30.3km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.1,"514,059"
스프링힐 스위트 애너하임 메인게이트 (SpringHill Suites Anaheim Maingate),"애너하임, 로스앤젤레스 (CA) - 도심까지 38.4km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.9,"310,575"
Hilton Garden Inn Anaheim Resort,"애너하임, 로스앤젤레스 (CA) - 도심까지 39.8km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.6,"329,422"
굿 나이트 인 칼라바사스 (Good Nite Inn Calabasas),"카노가 공원, 로스앤젤레스 (CA) - 도심까지 29.5km",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.4,"137,449"
아메리칸 호텔 (American Hotel),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 지도에서 위치 보기",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.9,"145,457"
팔리호텔 멜로즈 (Palihotel Melrose),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,7.8,"327,259"
Dunes Inn Sunset,"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 29일,금요일,2023년 9월 30일,토요일,8.1,"218,247"
