호텔 이름,위치,check_in_day,check_in_week,check_out_day,check_out_week,가격,평점
Orange Drive Hostel - Adults Only,"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"49,089",8.7
로우스 할리우드 호텔 (Loews Hollywood Hotel),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"321,240",8.5
E 센트럴 호텔 다운타운 로스앤젤레스 (E Central Hotel Downtown Los Angeles),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"371,541",8.6
애너하임 호텔 (Anaheim Hotel),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.1km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"267,146",8.4
할리우드 셀레브리티 호텔 (Hollywood Celebrity Hotel),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"243,380",8.8
웨스트드리프트 맨하탄 비치 오토그래프 컬렉션 (Westdrift Manhattan Beach Autograph Collection),"비치 시티스, 로스앤젤레스 (CA) - 도심까지 18.2km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"243,380",8.4
세임선 할리우드 (포멀리 워크 오프 페임 호스텔) (Samesun Hollywood (formerly Walk of Fame Hostel)),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"55,880",8.3
수 카사 앳 베니스 비치 (Su Casa at Venice Beach),"베니스 비치, 로스앤젤레스 (CA) - 도심까지 11.6km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"299,999",8.8
애너하임에 있는 숙소 (3.5성급) (3.5-star hotel in the Anaheim neighborhood),"애너하임, 로스앤젤레스 (CA)",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"296,398",8
Samesun Venice Beach,"베니스 비치, 로스앤젤레스 (CA) - 도심까지 11.7km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"59,397",8.2
쇼트 스토리 호텔 (Short Stories Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"388,742",8.6
Luskin Hotel,"웨스트우드, 로스앤젤레스 (CA) - 도심까지 5.2km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"374,246",9.4
베스트웨스턴 플러스 스토발 인 (Best Western Plus Stovall Inn),"애너하임, 로스앤젤레스 (CA) - 도심까지 39.7km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"229,851",8.4
HI 로스앤젤레스 - 산타 모니카 호스텔 (HI Los Angeles - Santa Monica Hostel),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.4km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"85,986",8.8
애너하임 메리어트 (Anaheim Marriott),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.3km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"293,891",8.7
힐튼 로스앤젤레스/유니버설 시티 (Hilton Los Angeles/Universal City),"유니버셜 시티, 로스앤젤레스 (CA) - 도심까지 2.9km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"553,747",8.3
킹스 인 애너하임 앳 더 파크 앤 컨벤션 센터 (Kings Inn Anaheim at The Park & Convention Center),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.4km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"184,834",8.6
1 호텔 웨스트 할리우드 (1 Hotel West Hollywood),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"764,744",8.7
페어필드 인 앤 스위트 에너하임 로스 알라미토스 (Fairfield Inn & Suites Anaheim Los Alamitos),"애너하임, 로스앤젤레스 (CA) - 도심까지 30.6km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"764,744",9.2
"호텔 룰루 BW 프리미어 컬렉션 (Hotel Lulu, BW Premier Collection)","애너하임, 로스앤젤레스 (CA) - 도심까지 40.4km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"237,808",8.5
레지던스 인 로스앤젤레스 L.A. 라이브 (Residence Inn Los Angeles L.A. LIVE),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"717,402",8.5
안다즈 웨스트 할리우드 (Andaz West Hollywood),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"630,133",8.7
윈덤 애너하임 (Wyndham Anaheim),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.4km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"279,517",8.9
파크 플라자 로지 호텔 (Park Plaza Lodge Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"320,842",8.7
"Hotel Figueroa, In The Unbound Collection By Hyatt","로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"389,040",8.9
Motel Sakura - Adults Only,"글렌데일, 로스앤젤레스 (CA) - 도심까지 7.2km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"182,042",9.4
로얄 팰리스 웨스트우드 호텔 (Royal Palace Westwood Hotel),"웨스트우드, 로스앤젤레스 (CA) - 도심까지 5.0km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"245,903",8.3
나이트 인 앳 유니버설 시티 (Nite Inn at Universal City),"유니버셜 시티, 로스앤젤레스 (CA) - 도심까지 3.2km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"254,398",8.1
The Tangerine - a Burbank Hotel,"유니버셜 시티, 로스앤젤레스 (CA) - 도심까지 4.1km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"254,398",9.1
쉐라톤 유니버셜 호텔 (Sheraton Universal Hotel),"유니버셜 시티, 로스앤젤레스 (CA) - 도심까지 2.9km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"601,899",8.3
알라모 인 앤드 스위트 - 컨벤션 센터 (Alamo Inn and Suites - Convention Center),"애너하임, 로스앤젤레스 (CA) - 도심까지 39.6km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"208,483",8.6
Petit Ermitage Hotel - Adults Only,"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"669,007",8.6
카사 델 마르 (Casa Del Mar),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.5km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"816,257",9
Disney's Grand Californian Hotel & Spa,"애너하임, 로스앤젤레스 (CA) - 도심까지 39.4km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"1,100,254",8.7
트래블로지 인 앤 스위트 바이 윈덤 애너하임 온 디즈니랜드 드라이브 (Travelodge Inn & Suites by Wyndham Anaheim on Disneyland Dr),"애너하임, 로스앤젤레스 (CA) - 도심까지 38.6km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"191,222",8.2
모자이크 호텔 (Mosaic Hotel),"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 1.8km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"330,583",8.8
쇼어 호텔 (Shore Hotel),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.5km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"535,452",8.7
햄튼 인 앤 스위트 애너하임 리조트 컨벤션 센터 (Hampton Inn & Suites Anaheim Resort Convention Center),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.9km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"248,949",9.1
더 갈랜드 (The Garland),"유니버셜 시티, 로스앤젤레스 (CA) - 도심까지 4.2km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"399,384",9
Four Seasons Hotel Los Angeles At Beverly Hills,"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 22m",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"1,289,784",9.3
Homewood Suites by Hilton Anaheim Resort - Convention Center,"애너하임, 로스앤젤레스 (CA) - 도심까지 40.7km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"248,630",8.8
Disney's Paradise Pier Hotel,"애너하임, 로스앤젤레스 (CA) - 도심까지 39.5km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"681,488",8.8
코트야드 로스앤젤레스 LA. 라이브 (Courtyard Los Angeles L.A. LIVE),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"691,735",8.5
Moxy Downtown Los Angeles,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"524,897",8.2
플라자 라 레이나 (Plaza la Reina),"웨스트우드, 로스앤젤레스 (CA) - 도심까지 4.9km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"355,496",8.9
애너하임 아일랜더 인 앤 스위트 (Anaheim Islander Inn and Suites),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.5km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"199,999",8.8
"The Langham Huntington, Pasadena","파사데나, 로스앤젤레스 (CA) - 도심까지 12.6km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"577,515",8.9
호텔 카멜 바이 더 씨 (Hotel Carmel By The Sea),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.5km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"382,439",8
하얏트 플레이스 파사데나 (Hyatt Place Pasadena),"파사데나, 로스앤젤레스 (CA) - 도심까지 13.3km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"397,331",8.6
미니 맨션 인 할리우드 힐스 (Mini Mansion in Hollywood Hills),"헐리우드, 로스앤젤레스 (CA) - 도심까지 1.4km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"397,331",8.2
햄튼 인 앤 스위트 로스앤젤레스/글렌데일 CA (Hampton Inn and Suites Los Angeles/Glendale CA),"글렌데일, 로스앤젤레스 (CA) - 도심까지 5.8km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"388,283",9
Waldorf Astoria Beverly Hills,"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 2.0km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"1,349,076",9.2
Disneyland Hotel,"애너하임, 로스앤젤레스 (CA) - 도심까지 39.2km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"832,337",8.6
Palihotel Westwood Village,"웨스트우드, 로스앤젤레스 (CA) - 도심까지 5.0km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"378,593",8.8
페어필드 인 바이 메리어트 애너하임 리조트 (Fairfield Inn by Marriott Anaheim Resort),"애너하임, 로스앤젤레스 (CA) - 도심까지 39.7km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"336,242",8.3
Hyatt Place Glendale/los Angeles,"글렌데일, 로스앤젤레스 (CA) - 도심까지 6.2km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"364,348",8.8
Tropicana Inn and Suites,"애너하임, 로스앤젤레스 (CA) - 도심까지 39.8km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"392,022",8.8
시르타즈 호텔 (Sirtaj Hotel),"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 0.8km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"299,153",8.6
타운플레이스 스위트 애너하임 메인게이트 니어 엔젤 스타디움 (TownePlace Suites Anaheim Maingate Near Angel Stadium),"애너하임, 로스앤젤레스 (CA) - 도심까지 42.1km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"250,141",8.6
El Don Motel - Adults Only,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 9.7km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"250,141",7.8
더 런던 웨스트 할리우드 앳 비벌리 힐스 (The London West Hollywood at Beverly Hills),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"640,400",8.9
The Metric - Los Angeles Downtown,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"283,830",9.2
산타모니카 프로퍼 호텔 (Santa Monica Proper Hotel),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.0km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"738,637",8.9
페어몬트 미라마르 호텔 앤 방갈로 (Fairmont Miramar Hotel and Bungalows),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.6km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"691,863",8.6
더 메이본 비벌리 힐스 (The Maybourne Beverly Hills),"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 0.8km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"1,196,566",9.3
델타 호텔 바이 메리어트 애너하임 가든 그로브 (Delta Hotels by Marriott Anaheim Garden Grove),"애너하임, 로스앤젤레스 (CA) - 도심까지 41.5km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"229,723",8.9
The Adler a Hollywood Hotel,"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"370,880",8.8
클레멘타인 호텔 앤 스위트 애너하임 (Clementine Hotel & Suites Anaheim),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.4km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"291,813",9.3
"Beverly Wilshire, A Four Seasons Hotel","비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 1.0km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"1,148,614",9
돌핀 코브 리조트 (Dolphins Cove Resort),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.9km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"1,148,614",9.1
윌셔 모텔 (Wilshire Motel),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 7.4km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"205,326",8.2
ITH Surf City Hostel Hermosa Beach,"비치 시티스, 로스앤젤레스 (CA) - 도심까지 22.6km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"59,433",7.7
하트포드 호텔 베스트웨스턴 시그니처 컬렉션 (Hartford Hotel Best Western Signature Collection),"이스트 로스앤젤레스, 로스앤젤레스 (CA) - 도심까지 15.4km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"227,977",8.9
호텔 어윈 (Hotel Erwin),"베니스 비치, 로스앤젤레스 (CA) - 도심까지 11.7km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"438,670",8.7
햄튼 인 롱 비치 에어포트 (Hampton Inn Long Beach Airport),"롱비치, 로스앤젤레스 (CA) - 도심까지 25.6km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"250,553",9.1
SpringHill Suites Los Angeles Downey,"이스트 로스앤젤레스, 로스앤젤레스 (CA) - 도심까지 16.5km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"287,474",9.2
할리우드 라브레아 인 (Hollywood La Brea Inn),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"159,507",7.4
알파인 인 니어 컨벤션 센터 앤 더 파크 (Alpine Inn near Convention Center and the Park),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.1km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"231,351",8.9
그랜드 레거시 앳 더 파크 (Grand Legacy At The Park),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.0km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"354,065",8.4
더 비치 하우스 호텔 헤르모사 (The Beach House Hotel Hermosa),"비치 시티스, 로스앤젤레스 (CA) - 도심까지 22.5km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"354,065",9.2
테라니아 리조트 (Terranea Resort),"팔로스 버디스, 로스앤젤레스 (CA) - 도심까지 35.0km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"935,575",8.5
"리츠칼튼, 마리나 델 레이 (The Ritz-Carlton, Marina del Rey)","마리나 델 레이, 로스앤젤레스 (CA) - 도심까지 10.8km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"601,899",8.1
Hyatt House At Anaheim Resort/convention Center,"애너하임, 로스앤젤레스 (CA) - 도심까지 40.3km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"319,559",8.6
Venice V Hotel,"베니스 비치, 로스앤젤레스 (CA) - 도심까지 11.7km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"454,890",8.9
베스트웨스턴 플러스 애너하임 인 (Best Western Plus Anaheim Inn),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.0km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"396,561",8.8
호텔 마리포사 로스앤젤레스 (Hotel Mariposa Los Angeles),"버뱅크, 로스앤젤레스 (CA) - 도심까지 7.5km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"313,811",9
"선코스트 파크 호텔 애너하임, 태피스트리 컬렉션 바이 힐튼 (SunCoast Park Hotel Anaheim, Tapestry Collection by Hilton)","애너하임, 로스앤젤레스 (CA) - 도심까지 40.4km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"253,307",8.9
오션 뷰 호텔 (Ocean View Hotel),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.6km",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"435,046",8.6
워크 오브 페임 호스텔 (Walk Of Fame Hostel),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",2023년 09월 09일,토요일,2023년 09월 10일,일요일,"68,142",8.3
