index,departure_date,departure_day,departure_time,class,arrival_date,arrival_day,arrival_time,flight_time,flight_type,price,airlines,port_d,port_a
21171,09-21,목,오전 7:00,비즈니스,09-22,금,오후 10:25,23:25,2,"5,699,768","하와이안항공, 아시아나전일본공수",LAX,GMP
21172,09-21,목,오전 10:00,비즈니스,09-22,금,오후 10:25,20:25,2,"5,699,768","하와이안항공, 아시아나전일본공수",LAX,GMP
21173,09-21,목,오후 8:30,비즈니스,09-23,토,오후 5:45,29:15,1,"5,809,388","알래스카항공, 아시아나",BUR,ICN
21174,09-21,목,오후 2:09,비즈니스,09-23,토,오후 4:25,34:16,2,"5,814,532","유나이티드항공, 에어캐나다운항사: Skywest DBA United Express, Air Canada Express - Jazz",BUR,ICN
21175,09-21,목,오후 12:00,비즈니스,09-23,토,오후 5:45,37:45,1,"5,867,141","알래스카항공, 아시아나",BUR,ICN
21176,09-21,목,오후 4:15,비즈니스,09-23,토,오후 5:45,33:30,1,"5,867,141","알래스카항공, 아시아나",BUR,ICN
21177,09-21,목,오후 3:59,비즈니스,09-23,토,오후 5:45,33:46,2,"5,923,921","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest",BUR,ICN
21178,09-21,목,오후 7:15,비즈니스,09-23,토,오후 5:45,30:30,2,"5,929,665","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest, Skywest Airlines as Alaska SkyWest",BUR,ICN
21179,09-21,목,오후 2:09,비즈니스,09-23,토,오후 4:25,34:16,2,"5,929,947","유나이티드항공, 에어캐나다운항사: Skywest DBA United Express, Air Canada Express - Jazz",BUR,ICN
21180,09-21,목,오후 7:15,비즈니스,09-23,토,오후 5:45,30:30,2,"5,943,355","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest, Skywest Airlines as Alaska SkyWest",BUR,ICN
21181,09-21,목,오전 10:35,비즈니스,09-23,토,오후 5:45,39:10,1,"5,944,148","알래스카항공, 아시아나",BUR,ICN
21182,09-21,목,오후 3:59,비즈니스,09-23,토,오후 5:45,33:46,2,"5,955,766","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest, Horizon Air as Alaska Horizon",BUR,ICN
21183,09-21,목,오후 3:59,비즈니스,09-23,토,오후 5:45,33:46,2,"5,959,744","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest, Horizon Air as Alaska Horizon",BUR,ICN
21184,09-21,목,오후 7:15,비즈니스,09-23,토,오후 5:45,30:30,2,"5,959,744","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest",BUR,ICN
21190,09-21,목,오후 7:15,비즈니스,09-23,토,오후 5:45,30:30,2,"5,959,744","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest, Horizon Air as Alaska Horizon",BUR,ICN
21191,09-21,목,오후 2:09,비즈니스,09-23,토,오후 4:25,34:16,2,"5,968,061","유나이티드항공, 에어캐나다운항사: Skywest DBA United Express",BUR,ICN
21193,09-21,목,오후 3:59,비즈니스,09-23,토,오후 5:45,33:46,2,"5,968,163","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest",BUR,ICN
21194,09-21,목,오후 3:59,비즈니스,09-23,토,오후 5:45,33:46,2,"5,980,573","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest, Horizon Air as Alaska Horizon",BUR,ICN
21195,09-21,목,오후 7:15,비즈니스,09-23,토,오후 5:45,30:30,2,"5,984,053","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest, Horizon Air as Alaska Horizon",BUR,ICN
21196,09-21,목,오후 3:59,비즈니스,09-23,토,오후 5:45,33:46,2,"6,006,673","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest, Skywest Airlines as Alaska SkyWest",BUR,ICN
21197,09-21,목,오후 3:59,비즈니스,09-23,토,오후 5:45,33:46,2,"6,032,760","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest, Horizon Air as Alaska Horizon",BUR,ICN
21198,09-21,목,오전 12:50,비즈니스,09-22,금,오후 2:25,21:35,1,"6,063,888","아메리칸항공, 전일본공수",LAX,GMP
21199,09-21,목,오전 12:50,비즈니스,09-22,금,오후 6:35,25:45,1,"6,063,888","아메리칸항공, 전일본공수",LAX,GMP
21200,09-21,목,오전 10:18,비즈니스,09-22,금,오후 6:35,16:17,1,"6,063,888","아메리칸항공, 전일본공수",LAX,GMP
21201,09-21,목,오전 12:50,비즈니스,09-22,금,오전 11:30,18:40,1,"6,074,507","아메리칸항공, 아시아나전일본공수",LAX,ICN
21202,09-21,목,오전 12:30,비즈니스,09-22,금,오후 2:10,21:40,1,"6,198,098",캐세이패시픽항공,LAX,ICN
21203,09-21,목,오후 11:30,비즈니스,09-23,토,오후 7:15,27:45,1,"6,198,098",캐세이패시픽항공,LAX,ICN
21204,09-21,목,오후 11:30,비즈니스,09-23,토,오후 9:15,29:45,1,"6,198,098",캐세이패시픽항공,LAX,ICN
21205,09-21,목,오전 12:05,비즈니스,09-22,금,오전 11:10,19:05,1,"6,234,817",중화항공,LAX,ICN
21206,09-21,목,오전 12:05,비즈니스,09-22,금,오후 7:45,27:40,1,"6,234,817",중화항공,LAX,ICN
21207,09-21,목,오전 12:15,비즈니스,09-22,금,오전 11:00,18:45,1,"6,339,729",에바항공아시아나,LAX,ICN
21208,09-21,목,오전 12:15,비즈니스,09-22,금,오후 12:50,20:35,1,"6,339,729",에바항공,LAX,GMP
21209,09-21,목,오전 12:15,비즈니스,09-22,금,오후 6:45,26:30,1,"6,339,729",에바항공,LAX,ICN
21210,09-21,목,오전 12:50,비즈니스,09-22,금,오전 11:00,18:10,1,"6,339,729",에바항공아시아나,LAX,ICN
21211,09-21,목,오전 12:50,비즈니스,09-22,금,오후 6:45,25:55,1,"6,339,729",에바항공,LAX,ICN
21212,09-21,목,오후 7:25,비즈니스,09-23,토,오후 2:55,27:30,2,"6,368,004",유나이티드항공,LAX,ICN
21214,09-21,목,오전 12:50,비즈니스,09-23,토,오후 12:50,44:30,1,"6,403,699",에바항공,LAX,GMP
21215,09-21,목,오전 12:30,비즈니스,09-23,토,오전 7:10,38:40,2,"6,490,059","캐세이패시픽항공, 말레이항공",LAX,ICN
21216,09-21,목,오후 11:30,비즈니스,09-24,일,오전 7:10,39:40,2,"6,490,059","캐세이패시픽항공, 말레이항공",LAX,ICN
21217,09-21,목,오전 12:50,비즈니스,09-22,금,오후 10:00,29:10,1,"6,593,819","아메리칸항공, 일본항공",LAX,GMP
21218,09-21,목,오전 10:18,비즈니스,09-22,금,오후 10:00,19:42,1,"6,593,819","아메리칸항공, 일본항공",LAX,GMP
21219,09-21,목,오전 10:18,비즈니스,09-23,토,오전 10:45,32:27,1,"6,593,819","아메리칸항공, 일본항공",LAX,GMP
21220,09-21,목,오후 2:05,비즈니스,09-22,금,오후 10:00,15:55,1,"6,593,819",일본항공,LAX,GMP
21221,09-21,목,오후 2:05,비즈니스,09-23,토,오전 10:45,28:40,1,"6,593,819",일본항공,LAX,GMP
21222,09-21,목,오후 2:05,비즈니스,09-23,토,오후 6:00,35:55,1,"6,593,819",일본항공,LAX,GMP
21223,09-21,목,오전 6:00,비즈니스,09-22,금,오후 10:00,24:55,2,"6,599,577","알래스카항공, 일본항공운항사: Skywest Airlines as Alaska SkyWest",LAX,GMP
21224,09-21,목,오전 8:20,비즈니스,09-22,금,오후 10:00,21:40,2,"6,599,577","알래스카항공, 일본항공운항사: Skywest Airlines as Alaska SkyWest",LAX,GMP
21225,09-21,목,오전 8:51,비즈니스,09-22,금,오후 10:00,21:09,2,"6,599,577","아메리칸항공, 일본항공운항사: Skywest Airlines as American Eagle",LAX,GMP
21226,09-21,목,오후 1:35,비즈니스,09-23,토,오전 10:45,29:10,1,"6,607,126",일본항공,LAX,GMP
21227,09-21,목,오전 7:30,비즈니스,09-22,금,오후 10:00,22:30,2,"6,612,882","아메리칸항공, 일본항공운항사: Skywest Airlines as American Eagle",LAX,GMP
21228,09-21,목,오전 9:45,비즈니스,09-22,금,오후 10:00,20:15,2,"6,612,882","알래스카항공, 일본항공",LAX,GMP
21229,09-21,목,오전 12:50,비즈니스,09-22,금,오전 11:05,18:15,1,"6,614,034","아메리칸항공, 전일본공수",LAX,GMP
21230,09-21,목,오전 12:50,비즈니스,09-22,금,오전 11:20,18:30,1,"6,614,034","아메리칸항공, 아시아나전일본공수",LAX,GMP
21231,09-21,목,오전 12:50,비즈니스,09-22,금,오후 2:25,21:35,1,"6,614,034","아메리칸항공, 아시아나전일본공수",LAX,GMP
21232,09-21,목,오전 12:50,비즈니스,09-22,금,오후 10:25,29:35,1,"6,614,034","아메리칸항공, 아시아나전일본공수",LAX,GMP
21233,09-21,목,오전 10:18,비즈니스,09-22,금,오후 10:25,20:07,1,"6,614,034","아메리칸항공, 아시아나전일본공수",LAX,GMP
21234,09-21,목,오전 12:50,비즈니스,09-22,금,오후 12:40,19:50,2,"6,636,040","아메리칸항공, 전일본공수, 아시아나운항사: ANA Wings",LAX,ICN
21235,09-21,목,오전 12:50,비즈니스,09-22,금,오후 1:15,20:25,2,"6,636,040","아메리칸항공, 전일본공수, 아시아나운항사: ANA Wings",LAX,GMP
21236,09-21,목,오전 7:00,비즈니스,09-22,금,오후 10:00,23:25,2,"6,644,868","알래스카항공, 일본항공",BUR,GMP
21237,09-21,목,오전 7:00,비즈니스,09-23,토,오전 10:45,35:45,2,"6,644,868","알래스카항공, 일본항공",BUR,GMP
21238,09-21,목,오후 8:30,비즈니스,09-23,토,오후 10:00,33:30,2,"6,726,750","알래스카항공, 일본항공",BUR,GMP
21239,09-21,목,오전 12:50,비즈니스,09-22,금,오후 1:15,20:25,2,"6,726,878","아메리칸항공, 일본항공, 아시아나전일본공수",LAX,GMP
21240,09-21,목,오전 12:50,비즈니스,09-22,금,오후 1:00,20:10,2,"6,730,333","아메리칸항공, 전일본공수, 아시아나",LAX,ICN
21242,09-21,목,오전 7:00,비즈니스,09-22,금,오후 7:00,20:10,2,"6,814,902","유나이티드항공, 하와이안항공대한항공운항사: Skywest DBA United Express",BUR,ICN
21243,09-21,목,오후 7:07,비즈니스,09-23,토,오후 4:25,29:18,2,"6,876,441","유나이티드항공, 에어캐나다운항사: Skywest DBA United Express, Air Canada Express - Jazz",BUR,ICN
21244,09-21,목,오후 8:30,비즈니스,09-23,토,오후 10:00,33:30,3,"6,952,182","알래스카항공, 일본항공",BUR,GMP
21245,09-21,목,오후 11:40,비즈니스,09-23,토,오후 10:15,30:35,1,"6,970,222",싱가포르항공,LAX,ICN
21246,09-21,목,오후 2:55,비즈니스,09-22,금,오후 10:25,15:30,1,"7,035,983","일본항공, 아시아나아메리칸항공, 전일본공수",LAX,GMP
21247,09-21,목,오후 2:55,비즈니스,09-23,토,오후 1:15,30:20,1,"7,035,983","일본항공, 아시아나아메리칸항공, 전일본공수",LAX,GMP
21248,09-21,목,오전 12:50,비즈니스,09-22,금,오전 11:20,18:30,1,"7,045,067","전일본공수, 아시아나유나이티드항공",LAX,GMP
21249,09-21,목,오후 4:50,비즈니스,09-23,토,오전 11:20,26:30,1,"7,045,067","전일본공수, 아시아나유나이티드항공",LAX,GMP
21250,09-21,목,오후 12:45,비즈니스,09-22,금,오후 10:05,17:20,1,"7,046,091","전일본공수, 아시아나유나이티드항공",LAX,ICN
21251,09-21,목,오전 12:50,비즈니스,09-22,금,오후 3:50,23:20,1,"7,055,686","전일본공수, 아시아나",LAX,ICN
21252,09-21,목,오전 6:15,비즈니스,09-22,금,오후 10:05,23:50,2,"7,194,630","에어캐나다, 대한항공",LAX,GMP
21253,09-21,목,오후 7:07,비즈니스,09-23,토,오후 7:00,31:53,2,"7,197,099","유나이티드항공, 하와이안항공운항사: Skywest DBA United Express",BUR,ICN
21254,09-21,목,오전 6:15,비즈니스,09-22,금,오후 10:00,23:45,2,"7,471,110","에어캐나다, 일본항공대한항공",LAX,GMP
21255,09-21,목,오후 5:04,비즈니스,09-23,토,오후 5:20,32:16,2,"7,652,019","델타항공, 대한항공운항사: Skywest DBA Delta Connection",BUR,ICN
21257,09-21,목,오전 8:51,비즈니스,09-22,금,오후 10:25,21:34,2,"7,819,878","아메리칸항공, 일본항공, 아시아나전일본공수운항사: Skywest Airlines as American Eagle",LAX,GMP
21258,09-21,목,오후 10:30,비즈니스,09-23,토,오후 5:30,27:34,1,"7,946,654",에어캐나다,LAX,ICN
21259,09-21,목,오후 1:27,비즈니스,09-23,토,오후 6:00,36:33,2,"7,981,108","아메리칸항공, 일본항공",BUR,GMP
21260,09-21,목,오후 7:50,비즈니스,09-23,토,오전 4:30,16:40,1,"7,986,712","유나이티드항공, 아시아나",LAX,ICN
21261,09-21,목,오후 7:07,비즈니스,09-23,토,오후 2:10,27:03,2,"8,067,955","유나이티드항공, 캐세이패시픽항공운항사: Skywest DBA United Express",BUR,ICN
21262,09-21,목,오후 2:09,비즈니스,09-23,토,오전 11:20,29:11,2,"8,112,734","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
21263,09-21,목,오후 7:07,비즈니스,09-23,토,오전 11:20,24:13,2,"8,112,734","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
21264,09-21,목,오후 7:07,비즈니스,09-23,토,오전 11:30,24:23,2,"8,123,737","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,ICN
21265,09-21,목,오전 7:00,비즈니스,09-23,토,오전 4:00,29:23,2,"8,150,093","알래스카항공, 대한항공",BUR,ICN
21266,09-21,목,오후 12:00,비즈니스,09-23,토,오전 4:00,24:23,2,"8,196,664","알래스카항공, 대한항공",BUR,ICN
21267,09-21,목,오후 12:00,비즈니스,09-23,토,오전 4:00,24:23,2,"8,203,828","알래스카항공, 대한항공",BUR,ICN
21268,09-21,목,오후 10:50,비즈니스,09-23,토,오후 2:35,23:45,1,"8,241,187","버진 애틀랜틱항공, 대한항공",LAX,ICN
21269,09-21,목,오전 10:35,비즈니스,09-23,토,오전 4:00,25:25,2,"8,268,310","알래스카항공, 대한항공",BUR,ICN
21270,09-21,목,오전 10:35,비즈니스,09-23,토,오전 4:00,25:25,2,"8,275,475","알래스카항공, 대한항공",BUR,ICN
21271,09-21,목,오전 9:45,비즈니스,09-23,토,오전 9:10,31:25,2,"8,357,997","알래스카항공, LOT 폴란드항공",LAX,ICN
21272,09-21,목,오후 1:55,비즈니스,09-23,토,오전 9:25,27:30,1,"8,530,461",터키항공,LAX,ICN
21273,09-21,목,오후 1:55,비즈니스,09-23,토,오후 5:40,35:45,1,"8,530,461",터키항공,LAX,ICN
21274,09-21,목,오후 6:35,비즈니스,09-23,토,오후 5:40,31:05,1,"8,530,461",터키항공,LAX,ICN
21275,09-21,목,오전 10:35,비즈니스,09-23,토,오전 4:30,25:55,2,"8,627,824","알래스카항공, 아시아나",BUR,ICN
21276,09-21,목,오전 10:35,비즈니스,09-23,토,오전 4:30,25:55,2,"8,628,592","알래스카항공, 아시아나",BUR,ICN
21277,09-21,목,오전 10:35,비즈니스,09-23,토,오전 4:30,25:55,2,"8,706,636","알래스카항공, 아시아나",BUR,ICN
21278,09-21,목,오전 12:50,비즈니스,09-22,금,오전 11:05,18:15,1,"8,751,927",전일본공수유나이티드항공,LAX,GMP
21279,09-21,목,오후 8:30,비즈니스,09-23,토,오후 5:20,28:50,2,"8,789,798","알래스카항공, 대한항공",BUR,ICN
21282,09-21,목,오후 2:05,비즈니스,09-23,토,오후 2:25,32:20,1,"8,902,897","일본항공, 아시아나아메리칸항공, 전일본공수",LAX,GMP
21283,09-21,목,오후 2:05,비즈니스,09-23,토,오후 2:25,32:20,1,"8,902,897","일본항공, 전일본공수아메리칸항공",LAX,GMP
21284,09-21,목,오전 7:15,비즈니스,09-23,토,오전 9:10,33:55,2,"8,938,848","알래스카항공, LOT 폴란드항공",LAX,ICN
21285,09-21,목,오전 9:45,비즈니스,09-23,토,오전 9:10,31:25,2,"8,938,848","알래스카항공, LOT 폴란드항공",LAX,ICN
21286,09-21,목,오전 10:35,비즈니스,09-23,토,오후 4:40,38:05,1,"8,952,040","알래스카항공, 대한항공",BUR,ICN
21287,09-21,목,오후 11:40,비즈니스,09-24,일,오전 7:45,40:05,1,"9,117,071",싱가포르항공,LAX,ICN
21288,09-21,목,오전 9:10,비즈니스,09-23,토,오전 4:20,27:10,2,"9,131,528",유나이티드항공,BUR,ICN
21289,09-21,목,오후 7:07,비즈니스,09-23,토,오후 2:10,27:03,2,"9,221,726","유나이티드항공, 캐세이패시픽항공운항사: Skywest DBA United Express",BUR,ICN
21290,09-21,목,오후 12:15,비즈니스,09-23,토,오전 11:20,31:05,2,"9,400,459","아메리칸항공, 핀란드항공",LAX,ICN
21291,09-21,목,오후 1:00,비즈니스,09-23,토,오전 11:20,30:20,2,"9,400,459","아메리칸항공, 핀란드항공",LAX,ICN
21292,09-21,목,오전 8:00,비즈니스,09-22,금,오후 10:00,22:20,2,"9,427,583","알래스카항공, 일본항공",LAX,GMP
21293,09-21,목,오후 2:20,비즈니스,09-23,토,오전 9:50,27:30,2,"9,432,061",싱가포르항공,LAX,ICN
21294,09-21,목,오후 2:20,비즈니스,09-23,토,오후 3:35,33:15,2,"9,432,061",싱가포르항공,LAX,ICN
21295,09-21,목,오후 2:05,비즈니스,09-22,금,오후 10:25,16:20,1,"9,453,043","일본항공, 아시아나아메리칸항공, 전일본공수",LAX,GMP
21296,09-21,목,오후 2:05,비즈니스,09-23,토,오전 11:20,29:15,1,"9,453,043","일본항공, 아시아나아메리칸항공, 전일본공수",LAX,GMP
21297,09-21,목,오전 7:45,비즈니스,09-22,금,오후 10:00,22:15,3,"9,459,568","알래스카항공, 일본항공운항사: Skywest Airlines as Alaska SkyWest",BUR,GMP
21298,09-21,목,오후 6:45,비즈니스,09-23,토,오후 2:25,27:40,2,"9,653,271","유나이티드항공, 전일본공수",LAX,GMP
21299,09-21,목,오후 5:10,비즈니스,09-23,토,오전 9:55,24:45,1,"10,202,521",루프트한자,LAX,ICN
21300,09-21,목,오전 9:10,비즈니스,09-23,토,오전 9:55,32:45,2,"10,208,406","유나이티드항공, 루프트한자",BUR,ICN
21301,09-21,목,오후 3:00,비즈니스,09-23,토,오전 9:45,26:45,1,"10,225,679",루프트한자,LAX,ICN
21302,09-21,목,오전 10:39,비즈니스,09-23,토,오전 9:45,31:06,2,"10,231,691","유나이티드항공, 루프트한자운항사: Skywest DBA United Express",BUR,ICN
21303,09-21,목,오후 3:05,비즈니스,09-23,토,오전 11:55,28:50,2,"10,243,334","오스트리아항공, 대한항공",LAX,ICN
21304,09-21,목,오후 3:05,비즈니스,09-23,토,오후 2:20,31:15,2,"10,243,334","오스트리아항공, 대한항공",LAX,ICN
21305,09-21,목,오후 3:05,비즈니스,09-23,토,오후 9:30,38:25,2,"10,243,334","오스트리아항공, 대한항공",LAX,GMP
21306,09-21,목,오후 3:00,비즈니스,09-23,토,오전 9:55,26:55,2,"10,250,243",루프트한자,LAX,ICN
21307,09-21,목,오전 9:10,비즈니스,09-23,토,오후 10:25,45:15,3,"10,254,465","유나이티드항공, 루프트한자, 아시아나전일본공수",BUR,GMP
21308,09-21,목,오전 7:00,비즈니스,09-22,금,오후 4:40,17:40,2,"10,269,306","유나이티드항공, 대한항공운항사: Skywest DBA United Express",BUR,ICN
21309,09-21,목,오전 7:00,비즈니스,09-23,토,오후 9:15,46:15,3,"10,269,306","유나이티드항공, 스위스항공, 아시아나",LAX,GMP
21310,09-21,목,오후 3:05,비즈니스,09-23,토,오후 9:15,38:10,2,"10,288,114","오스트리아항공, 아시아나",LAX,GMP
21311,09-21,목,오전 12:50,비즈니스,09-22,금,오후 8:40,27:50,1,"10,856,299","에바항공, 아시아나",LAX,ICN
21312,09-21,목,오후 8:30,비즈니스,09-23,토,오후 12:50,24:20,2,"11,014,050","알래스카항공, 에바항공",BUR,GMP
21313,09-21,목,오후 8:30,비즈니스,09-23,토,오전 11:00,22:30,2,"11,014,178","알래스카항공, 에바항공아시아나",BUR,ICN
21314,09-21,목,오후 8:30,비즈니스,09-23,토,오후 6:45,30:15,2,"11,014,178","알래스카항공, 에바항공",BUR,ICN
21315,09-21,목,오후 12:00,비즈니스,09-23,토,오후 12:50,32:50,2,"11,067,785","알래스카항공, 에바항공",BUR,GMP
21316,09-21,목,오후 4:15,비즈니스,09-23,토,오후 12:50,28:35,2,"11,067,785","알래스카항공, 에바항공",BUR,GMP
21317,09-21,목,오후 12:00,비즈니스,09-23,토,오전 11:00,31:35,2,"11,067,913","알래스카항공, 에바항공",BUR,ICN
21318,09-21,목,오후 4:15,비즈니스,09-23,토,오전 11:00,26:45,2,"11,067,913","알래스카항공, 에바항공아시아나",BUR,ICN
21319,09-21,목,오전 12:05,비즈니스,09-22,금,오후 4:40,24:35,2,"11,128,557","중화항공, 대한항공",LAX,GMP
21320,09-21,목,오전 10:35,비즈니스,09-23,토,오후 12:50,34:15,2,"11,183,456","알래스카항공, 에바항공",BUR,GMP
21321,09-21,목,오전 10:39,비즈니스,09-23,토,오전 4:00,25:21,1,"11,233,981","유나이티드항공, 대한항공운항사: Skywest DBA United Express",BUR,ICN
21322,09-21,목,오전 7:00,비즈니스,09-22,금,오후 5:20,18:20,1,"11,305,627","유나이티드항공, 대한항공운항사: Skywest DBA United Express",BUR,ICN
21323,09-21,목,오후 2:09,비즈니스,09-23,토,오전 4:00,21:51,1,"11,305,627","유나이티드항공, 대한항공운항사: Skywest DBA United Express",BUR,ICN
21324,09-21,목,오후 7:07,비즈니스,09-23,토,오전 4:00,16:53,1,"11,305,627","유나이티드항공, 대한항공운항사: Skywest DBA United Express",BUR,ICN
21325,09-21,목,오전 7:00,비즈니스,09-23,토,오전 4:00,29:53,1,"11,421,044","유나이티드항공, 대한항공운항사: Skywest DBA United Express",BUR,ICN
21326,09-21,목,오전 12:05,비즈니스,09-22,금,오후 8:40,28:35,1,"11,455,958","중화항공, 아시아나",LAX,ICN
21327,09-21,목,오후 2:05,비즈니스,09-23,토,오전 4:35,22:30,1,"11,477,324","일본항공, 대한항공",LAX,ICN
21328,09-21,목,오전 12:05,비즈니스,09-22,금,오전 11:00,18:55,1,"11,497,027","중화항공, 에바항공",LAX,ICN
21329,09-21,목,오전 12:05,비즈니스,09-22,금,오후 12:50,20:45,1,"11,497,027","중화항공, 에바항공",LAX,GMP
21330,09-21,목,오전 12:05,비즈니스,09-22,금,오후 4:50,24:45,1,"11,498,307","중화항공, 대한항공",LAX,ICN
21331,09-21,목,오후 10:30,비즈니스,09-24,일,오후 12:45,46:15,2,"11,624,674","알래스카항공, 중화항공운항사: Skywest Airlines as Alaska SkyWest",LAX,GMP
21333,09-21,목,오후 7:50,비즈니스,09-24,일,오후 12:45,48:55,2,"11,777,384","알래스카항공, 중화항공운항사: Skywest Airlines as Alaska SkyWest",LAX,GMP
21334,09-21,목,오전 9:40,퍼스트,09-22,금,오후 5:20,15:40,1,"12,270,302","알래스카항공, 대한항공운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
21335,09-21,목,오전 8:20,퍼스트,09-22,금,오후 5:20,17:40,1,"12,271,454","델타항공, 대한항공",LAX,ICN
21336,09-21,목,오후 12:30,퍼스트,09-22,금,오후 5:50,13:20,0,"14,964,226",대한항공델타항공,LAX,ICN
21337,09-21,목,오후 2:05,퍼스트,09-23,토,오전 4:35,22:30,1,"11,477,324","일본항공, 대한항공",LAX,ICN
21338,09-21,목,오전 6:00,퍼스트,09-22,금,오후 10:00,24:30,2,"11,483,081","알래스카항공, 일본항공운항사: Skywest Airlines as Alaska SkyWest",LAX,GMP
21339,09-21,목,오전 6:00,퍼스트,09-22,금,오후 10:05,24:05,2,"11,483,081","알래스카항공, 일본항공, 대한항공운항사: Skywest Airlines as Alaska SkyWest",LAX,GMP
21340,09-21,목,오전 8:20,퍼스트,09-22,금,오후 10:00,21:40,2,"11,483,081","알래스카항공, 일본항공운항사: Skywest Airlines as Alaska SkyWest",LAX,GMP
21341,09-21,목,오전 8:51,퍼스트,09-22,금,오후 10:00,21:09,2,"11,483,081","아메리칸항공, 일본항공운항사: Skywest Airlines as American Eagle",LAX,GMP
21342,09-21,목,오전 8:51,퍼스트,09-22,금,오후 10:05,21:14,2,"11,483,081","아메리칸항공, 일본항공, 대한항공운항사: Skywest Airlines as American Eagle",LAX,GMP
21343,09-21,목,오후 3:00,퍼스트,09-23,토,오전 9:45,26:45,1,"11,757,131",루프트한자,LAX,ICN
21344,09-21,목,오후 3:00,퍼스트,09-23,토,오전 9:55,26:55,2,"11,781,695",루프트한자,LAX,ICN
21345,09-21,목,오후 8:30,퍼스트,09-23,토,오후 10:00,33:30,3,"12,080,054","알래스카항공, 일본항공",BUR,GMP
21346,09-21,목,오전 6:00,퍼스트,09-22,금,오후 5:20,19:20,1,"12,270,302","알래스카항공, 대한항공운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
21347,09-21,목,오전 8:20,퍼스트,09-22,금,오후 5:20,17:20,1,"12,270,302","알래스카항공, 대한항공운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
21348,09-21,목,오전 8:51,퍼스트,09-22,금,오후 5:20,16:29,1,"12,270,302","아메리칸항공, 대한항공운항사: Skywest Airlines as American Eagle",LAX,ICN
21349,09-21,목,오전 6:00,퍼스트,09-22,금,오후 5:20,19:20,1,"12,271,454","델타항공, 대한항공",LAX,ICN
21350,09-21,목,오후 7:50,퍼스트,09-23,토,오후 5:20,29:30,1,"12,333,351","알래스카항공, 대한항공운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
21351,09-21,목,오후 10:30,퍼스트,09-23,토,오후 5:20,26:50,1,"12,333,351","알래스카항공, 대한항공운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
21352,09-21,목,오후 5:45,퍼스트,09-23,토,오후 5:20,31:35,1,"12,334,503","델타항공, 대한항공",LAX,ICN
21353,09-21,목,오후 8:35,퍼스트,09-23,토,오후 5:20,28:45,1,"12,335,271","아메리칸항공, 대한항공운항사: Skywest Airlines as American Eagle",LAX,ICN
21354,09-21,목,오전 7:00,퍼스트,09-23,토,오후 9:15,46:15,3,"12,633,654","유나이티드항공, 스위스항공, 아시아나",LAX,GMP
21355,09-21,목,오전 8:15,퍼스트,09-22,금,오후 10:05,21:50,2,"13,370,978","유나이티드항공, 전일본공수, 아시아나",LAX,ICN
21356,09-21,목,오전 7:00,퍼스트,09-22,금,오후 10:05,23:05,2,"13,458,234","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,ICN
21357,09-21,목,오전 7:00,퍼스트,09-22,금,오후 10:05,23:05,2,"13,466,294","유나이티드항공, 전일본공수, 대한항공운항사: Skywest DBA United Express",BUR,GMP
21358,09-21,목,오전 7:00,퍼스트,09-22,금,오후 10:25,23:25,2,"13,470,260","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
21359,09-21,목,오전 7:00,퍼스트,09-23,토,오전 11:05,36:05,2,"13,470,260","유나이티드항공, 전일본공수운항사: Skywest DBA United Express",BUR,GMP
21360,09-21,목,오후 2:09,퍼스트,09-23,토,오후 1:15,31:06,3,"13,805,209","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express, ANA Wings",BUR,GMP
21361,09-21,목,오후 7:07,퍼스트,09-23,토,오후 1:15,26:08,3,"13,822,225","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
21362,09-21,목,오후 7:07,퍼스트,09-23,토,오후 1:15,26:08,3,"13,823,121","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express, ANA Wings",BUR,GMP
